,Comments,Positive,Negative,Neutral,Compound,Sentiment
245,first like 🥳🥳🥳,0.556,0.0,0.444,0.3612,Positive
246,dont know whether data science non tech person want spend time explore let know,0.091,0.0,0.909,0.0772,Positive
247,days back started exploring data science today youtube randomly suggested video already loving channel,0.231,0.0,0.769,0.5994,Positive
248,learnt python working projects kaggle  problem statement searching different data exploration techniquesyou explained clearly love way teachi following learning strategiethank,0.32,0.098,0.582,0.7269,Positive
249,thanks watching everyone let know feel assessment overly critical,0.238,0.189,0.574,0.1531,Positive
250,video actually came good time cause im really burning im first solo project even though im bad position made lot courses wrote first import pandas pd five weeks ago always feel like im slower progress ill take easy start smaller jobs,0.212,0.12,0.668,0.5859,Positive
251,good video,0.744,0.0,0.256,0.4404,Positive
252,thanks ken took python basis last two years within space  months already pandas jupyter thing anyways everything poured face gave video saw mistakes roadmap starting basis mastering proceed spend much time want learn basis strong building last forever thanks ken🇳🇬,0.217,0.052,0.731,0.7845,Positive
253,hi paid link work,0.0,0.0,1.0,0.0,Neutral
254,hi kenfor  data science website recommend certification given completion coursealso certificate recognized,0.185,0.0,0.815,0.3612,Positive
255,one thing appreciate videos tell us challenges face beginners give us assurance overcoming challenges thanks video means lot,0.449,0.0,0.551,0.8225,Positive
256,really appreciate advices ,0.599,0.0,0.401,0.4576,Positive
257,hi ken awesome  ive data scientist years completely agree constantly needing learn refresh data science toolkit didnt start working ml models work led time learn job joined  challenge discord day  really excited dedicate time explore field thanks much,0.284,0.056,0.66,0.8775,Positive
258,eligible entry level job,0.0,0.0,1.0,0.0,Neutral
259,hi sql python,0.0,0.0,1.0,0.0,Neutral
260,often write models scratch instead using library imports,0.0,0.0,1.0,0.0,Neutral
261,hey ken thanks vid man looking forward beginning data science journey  youll seeing throughout year,0.172,0.0,0.828,0.4404,Positive
262,lovely learning map ken  yes  math important love channel content keep,0.641,0.0,0.359,0.91,Positive
263,panda pics satisfying,0.6,0.0,0.4,0.4588,Positive
264,sweet straight forward better  useless videos literally wasting time,0.451,0.318,0.231,0.3182,Positive
265,hey everyone uploaded first ever video day life computer science student please check get chance ill posting content regularly going forward hopefully beneficial anyone currently cs student prospective cs student looking insight others want see cs content learn mistakes lets learn together along way ken video super informative thanks pointers im think im headed towards data science route helpful look forward watching vids future content ,0.256,0.065,0.678,0.926,Positive
266,helping algo,0.688,0.0,0.312,0.296,Positive
267,boss  goi consider im good learning pathim starting statistics  tutorial video take math excelpythonthank,0.182,0.0,0.818,0.4404,Positive
268,im business intelligence analyst working tableau would like explore python data science inputs getting started,0.301,0.0,0.699,0.6808,Positive
269,hello ken jeethank amazing content always put need help deciding budget laptop used new buy started learning need something sufficient next  learningprojects till get job ds field afford anotheri looking purchase one within month,0.169,0.0,0.831,0.7579,Positive
270,much needed video cases beginner spend alot time learning math rather data science video clarify one confusion data science math field need knowledge mathematics,0.0,0.087,0.913,-0.296,Negative
271,hi im uni student majoring business analytics school doesnt program data analytic two years left college life possible enter data field btw like video,0.098,0.0,0.902,0.3612,Positive
272,great video thank needed,0.767,0.0,0.233,0.765,Positive
273,awesome excited start,0.867,0.0,0.133,0.7579,Positive
274,secret already secret 😁,0.0,0.0,1.0,0.0,Neutral
275,already got first book recommendation ,0.0,0.0,1.0,0.0,Neutral
276,recently bought machine  rtx  gpu excited work,0.286,0.0,0.714,0.34,Positive
277,confusing topic beginner well explained,0.3,0.271,0.429,0.0516,Positive
278,tip dive journey without much thinking definitely find way start exploring vast field,0.0,0.158,0.842,-0.3089,Negative
279,cooking data science analogy cook better chef become similarly project build better data scientist,0.326,0.0,0.674,0.7003,Positive
280,best thing learn personal experience journey learning data science become much easy follow less number data established data scientist online mentor less better personally follow channel helps alot journey,0.357,0.0,0.643,0.9065,Positive
281,believe data science person life long learning attitude data science fast evolving field requires daily learning attitude,0.0,0.0,1.0,0.0,Neutral
282,watching two years old video got noticed one thing improved amazingly video quality way explain stuff,0.171,0.0,0.829,0.4767,Positive
283,job simp  eh,0.0,0.0,1.0,0.0,Neutral
284,long  discount last holiday like affiliatecode thing,0.51,0.0,0.49,0.6369,Positive
285,r production ,0.0,0.0,1.0,0.0,Neutral
286,think everyone talk learn everyone aim get better learning helpful thanks,0.518,0.0,0.482,0.8225,Positive
287,waiting videoto anyone reading youre looking break data science   recommend subscribing kens channel following adviceback  started  looking break field experience projects didnt know  months subscribing kens channel soaking advice videos got job data analystim living proof channel  need get started thank ken  cant thank enough doors opened,0.146,0.0,0.854,0.7579,Positive
288,question got need traditional degree get domain im finance grad idk id eligible masters program data science cause dont think employers recognise anything degrees,0.0,0.057,0.943,-0.1027,Negative
289,sounds like supervised unsupervised learning rather data science,0.263,0.0,0.737,0.3612,Positive
290,need masters degree cos seems lot people running data science ai masters programs,0.0,0.0,1.0,0.0,Neutral
291,literally hit nail combining bi tools windows data science work linux huge,0.173,0.0,0.827,0.3182,Positive
292,congrats ken loved video especially roadmap learn data science 📍,0.51,0.0,0.49,0.8074,Positive
293,time year againif start  videos coming,0.0,0.0,1.0,0.0,Neutral
294,lol mask overlay joke hope,0.798,0.0,0.202,0.7845,Positive
295,lets hope isnt another diversity hire happens often days,0.266,0.0,0.734,0.4404,Positive
296,keni really lack maths side thingswhat booksressources recommand ,0.0,0.27,0.73,-0.3804,Negative
297,reading lot investments budgeting past couple years book really made impact millionaire next door thomas stanley one important concepts stuck understanding balancing offense defense money offense means controlling much money make  often less control defense spend money controllable pretty data heavywhich might like data scientist,0.196,0.112,0.692,0.5423,Positive
298,realize  pronounced ,0.0,0.0,1.0,0.0,Neutral
299,thanks ken started learning data science fortunately programmingmath background far found going reasonable though effort time question place parttime  freelance data scientist find field extremely interesting doubt want also know c still used data science kind regards,0.285,0.061,0.655,0.8511,Positive
300,watched right worth iti want entry data science like solve problems driven data like see variables problem reality reach solution solve realworld problems something couldnt enginnering college really frustation heard data science first time learn stathisticsi trying enter field self paced manner already study python documentation trying pandas documentation anyway hope year ahead better,0.3,0.116,0.585,0.836,Positive
